DATE,Air temp C,Relative Humidity (%),Atmospheric Pressure (mb),hour
2000-05-01 01:00:00,12.423636363636364,67.3509090909091,1012.1727272727272,1.0
2000-05-01 02:00:00,11.717272727272727,68.52363636363636,1012.0454545454545,2.0
2000-05-01 03:00:00,11.515454545454546,69.45363636363636,1012.0363636363636,3.0
2000-05-01 04:00:00,11.362727272727271,70.92272727272727,1011.6272727272727,4.0
2000-05-01 05:00:00,11.06,71.68636363636364,1011.5636363636364,5.0
2000-05-01 06:00:00,10.657272727272728,72.17818181818183,1011.2090909090908,6.0
2000-05-01 07:00:00,10.201818181818181,73.84181818181818,1010.6909090909091,7.0
2000-05-01 08:00:00,10.252727272727272,75.64181818181818,1010.2181818181817,8.0
2000-05-01 09:00:00,9.746363636363636,78.86181818181818,1009.8818181818183,9.0
2000-05-01 10:00:00,10.100909090909092,77.11090909090909,1009.6363636363636,10.0
2000-05-01 11:00:00,10.101818181818182,75.11181818181818,1009.6909090909091,11.0
2000-05-01 12:00:00,10.354545454545455,74.58454545454546,1010.1545454545455,12.0
2000-05-01 13:00:00,11.666363636363634,70.21909090909091,1010.3363636363637,13.0
2000-05-01 14:00:00,13.13090909090909,66.66818181818182,1010.2,14.0
2000-05-01 15:00:00,14.595454545454546,62.11454545454546,1010.0636363636364,15.0
2000-05-01 16:00:00,15.302727272727275,59.76090909090909,1010.1909090909091,16.0
2000-05-01 17:00:00,16.16,57.31909090909091,1010.1181818181817,17.0
2000-05-01 18:00:00,16.615454545454543,55.3890909090909,1009.9636363636364,18.0
2000-05-01 19:00:00,16.818181818181817,55.96727272727273,1010.0272727272727,19.0
2000-05-01 20:00:00,17.423636363636362,55.52090909090909,1009.8545454545455,20.0
2000-05-01 21:00:00,17.37272727272727,55.68090909090909,1009.8454545454545,21.0
2000-05-01 22:00:00,17.071818181818184,55.04363636363637,1009.6818181818181,22.0
2000-05-01 23:00:00,17.171818181818182,55.31181818181819,1009.8090909090909,23.0
2000-05-02 00:00:00,16.212727272727275,56.305454545454545,1009.8454545454545,0.0
2000-05-02 01:00:00,15.454545454545455,57.652727272727276,1010.1727272727272,1.0
2000-05-02 02:00:00,14.697272727272729,59.98,1010.6090909090909,2.0
2000-05-02 03:00:00,14.443636363636363,61.192727272727275,1011.0181818181819,3.0
2000-05-02 04:00:00,14.292727272727273,61.11545454545455,1011.0090909090909,4.0
2000-05-02 05:00:00,13.938181818181818,62.73909090909091,1010.8363636363637,5.0
2000-05-02 06:00:00,13.333636363636362,64.00090909090909,1011.0090909090909,6.0
2000-05-02 07:00:00,12.93,65.27454545454545,1010.7272727272727,7.0
2000-05-02 08:00:00,12.625454545454545,65.05454545454546,1010.6090909090909,8.0
2000-05-02 09:00:00,12.223636363636365,66.53818181818183,1010.8,9.0
2000-05-02 10:00:00,12.020909090909093,67.74727272727273,1011.0454545454545,10.0
2000-05-02 11:00:00,11.414545454545454,68.78818181818181,1011.2090909090908,11.0
2000-05-02 12:00:00,11.667272727272728,67.66090909090909,1011.7,12.0
2000-05-02 13:00:00,12.575454545454546,64.68,1011.8818181818183,13.0
2000-05-02 14:00:00,13.888181818181819,60.82181818181818,1012.0727272727272,14.0
2000-05-02 15:00:00,15.05181818181818,58.220000000000006,1012.0181818181819,15.0
2000-05-02 16:00:00,15.910909090909092,54.64818181818182,1011.9636363636364,16.0
2000-05-02 17:00:00,17.12090909090909,52.52454545454545,1012.0818181818181,17.0
2000-05-02 18:00:00,17.87727272727273,50.74272727272727,1011.7727272727273,18.0
2000-05-02 19:00:00,18.382727272727273,49.56545454545455,1011.6818181818181,19.0
2000-05-02 20:00:00,17.444,50.577999999999996,1011.79,20.0
2000-05-02 21:00:00,17.62727272727273,52.34727272727273,1011.4272727272728,21.0
2000-05-02 22:00:00,16.818181818181817,56.061818181818175,1011.4454545454545,22.0
