DATE,Air temp C,Relative Humidity (%),Atmospheric Pressure (mb),hour,AT_TLAG_1hr,AT_TLAG_3hr,AT_TLAG_6hrs
2000-07-15 00:00:00,27.07090909090909,56.38090909090909,1013.9363636363636,0.0,27.07090909090909,27.07090909090909,27.07090909090909
2000-07-15 01:00:00,26.21181818181818,59.18909090909092,1014.0090909090908,1.0,27.07090909090909,27.07090909090909,27.07090909090909
2000-07-15 02:00:00,25.60636363636364,61.50454545454546,1013.981818181818,2.0,26.21181818181818,27.07090909090909,27.07090909090909
2000-07-15 03:00:00,24.34272727272727,66.40181818181817,1014.6090909090908,3.0,25.60636363636364,27.07090909090909,27.07090909090909
2000-07-15 04:00:00,23.282727272727275,69.33636363636364,1014.7,4.0,24.34272727272727,26.21181818181818,27.07090909090909
2000-07-15 05:00:00,22.98090909090909,70.90454545454546,1014.5727272727272,5.0,23.282727272727275,25.60636363636364,27.07090909090909
2000-07-15 06:00:00,22.728181818181817,72.24363636363637,1014.418181818182,6.0,22.98090909090909,24.34272727272727,27.07090909090909
2000-07-15 07:00:00,22.171818181818185,74.31272727272727,1014.2363636363636,7.0,22.728181818181817,23.282727272727275,26.21181818181818
2000-07-15 08:00:00,21.97,74.87090909090908,1014.4090909090908,8.0,22.171818181818185,22.98090909090909,25.60636363636364
2000-07-15 09:00:00,21.71818181818182,75.80272727272728,1014.4909090909092,9.0,21.97,22.728181818181817,24.34272727272727
2000-07-15 10:00:00,21.16181818181818,78.94454545454545,1014.4363636363636,10.0,21.71818181818182,22.171818181818185,23.282727272727275
2000-07-15 11:00:00,21.16181818181818,79.43272727272728,1014.6181818181816,11.0,21.16181818181818,21.97,22.98090909090909
2000-07-15 12:00:00,21.86909090909091,76.07636363636364,1014.8272727272728,12.0,21.16181818181818,21.71818181818182,22.728181818181817
2000-07-15 13:00:00,22.87909090909091,72.01272727272728,1015.1,13.0,21.86909090909091,21.16181818181818,22.171818181818185
2000-07-15 14:00:00,23.937272727272727,69.31,1015.1363636363636,14.0,22.87909090909091,21.16181818181818,21.97
2000-07-15 15:00:00,25.15090909090909,65.24818181818182,1015.1272727272728,15.0,23.937272727272727,21.86909090909091,21.71818181818182
2000-07-15 16:00:00,26.16,61.32,1015.1454545454544,16.0,25.15090909090909,22.87909090909091,21.16181818181818
2000-07-15 17:00:00,26.97,58.6390909090909,1014.9363636363636,17.0,26.16,23.937272727272727,21.16181818181818
2000-07-15 18:00:00,27.425454545454546,57.57818181818182,1014.5454545454544,18.0,26.97,25.15090909090909,21.86909090909091
2000-07-15 19:00:00,27.928181818181816,57.877272727272725,1013.981818181818,19.0,27.425454545454546,26.16,22.87909090909091
2000-07-15 20:00:00,28.181818181818183,56.46545454545455,1013.7090909090908,20.0,27.928181818181816,26.97,23.937272727272727
2000-07-15 21:00:00,27.928181818181816,57.93363636363636,1013.4636363636364,21.0,28.181818181818183,27.425454545454546,25.15090909090909
2000-07-15 22:00:00,27.577272727272728,59.53181818181818,1013.181818181818,22.0,27.928181818181816,27.928181818181816,26.16
2000-07-15 23:00:00,26.97,60.64090909090908,1012.7727272727273,23.0,27.577272727272728,28.181818181818183,26.97
2000-07-16 00:00:00,26.313636363636363,63.060909090909085,1012.8090909090909,0.0,26.97,27.928181818181816,27.425454545454546
